ORDER,FAMILY,GENUS,SPECIES,NUMB,BAHA,CUBA,HISP,JAMA,PUER,LANT,NANT,MEXI,GUAT,BELI,ELSA,HOND,NICA,COST,PANA,COLO,VENE,TRIN,GUYA,SURI,FREN,ECUA,PERU,BOLI,BRAZ,PARG,URUG,ARGN,CHIL
PASSERIFORMES,FORMICARIIDAE,Myrmeciza,griseiceps,2160,,,,,,,,,,,,,,,,,,,,,,X,X,,
PASSERIFORMES,FORMICARIIDAE,Myrmeciza,hemimelaena,2161,,,,,,,,,,,,,,,,X,,,,,,X,X,X,X
PASSERIFORMES,FORMICARIIDAE,Myrmeciza,hyperythra,2162,,,,,,,,,,,,,,,,X,,,,,,X,X,X,X
PASSERIFORMES,FORMICARIIDAE,Myrmeciza,immaculata,2163,,,,,,,,,,,,,,X,X,X,X,,,,,X,,,
PASSERIFORMES,FORMICARIIDAE,Myrmeciza,laemosticta,2164,,,,,,,,,,,,,,X,X,X,X,,,,,,,,
PASSERIFORMES,FORMICARIIDAE,Myrmeciza,longipes,2165,,,,,,,,,,,,,,,X,X,X,X,X,,SX,,,,X
PASSERIFORMES,FORMICARIIDAE,Myrmeciza,loricata,2166,,,,,,,,,,,,,,,,,,,,,,,,,XR
PASSERIFORMES,FORMICARIIDAE,Myrmeciza,melanoceps,2167,,,,,,,,,,,,,,,,X,,,,,,X,X,,X
PASSERIFORMES,FORMICARIIDAE,Myrmeciza,pelzelni,2168,,,,,,,,,,,,,,,,X,X,,,,,,,,X
PASSERIFORMES,FORMICARIIDAE,Myrmeciza,ruficauda,2169,,,,,,,,,,,,,,,,,,,,,,,,,XR
PASSERIFORMES,FORMICARIIDAE,Myrmeciza,squamosa,2170,,,,,,,,,,,,,,,,,,,,,,,,,XR
PASSERIFORMES,FORMICARIIDAE,Pithys,albifrons,2171,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,,X
PASSERIFORMES,FORMICARIIDAE,Pithys,castanea,2172,,,,,,,,,,,,,,,,,,,,,,,XR,,
PASSERIFORMES,FORMICARIIDAE,Gymnopithys,leucaspis,2173,,,,,,,,,,,,X,X,X,X,X,,,,,,X,X,,X
PASSERIFORMES,FORMICARIIDAE,Gymnopithys,lunulata,2174,,,,,,,,,,,,,,,,,,,,,,X,X,,
PASSERIFORMES,FORMICARIIDAE,Gymnopithys,rufigula,2175,,,,,,,,,,,,,,,,,X,,X,X,X,,,,X
PASSERIFORMES,FORMICARIIDAE,Gymnopithys,salvini,2176,,,,,,,,,,,,,,,,,,,,,,,X,X,X
PASSERIFORMES,FORMICARIIDAE,Rhegmatorhina,berlepschi,2177,,,,,,,,,,,,,,,,,,,,,,,,,XR
PASSERIFORMES,FORMICARIIDAE,Rhegmatorhina,cristata,2178,,,,,,,,,,,,,,,,X,,,,,,,,,X
PASSERIFORMES,FORMICARIIDAE,Rhegmatorhina,gymnops,2179,,,,,,,,,,,,,,,,,,,,,,,,,XR
PASSERIFORMES,FORMICARIIDAE,Rhegmatorhina,hoffmannsi,2180,,,,,,,,,,,,,,,,,,,,,,,,,XR
PASSERIFORMES,FORMICARIIDAE,Rhegmatorhina,melanosticta,2181,,,,,,,,,,,,,,,,X,,,,,,X,X,X,X
PASSERIFORMES,FORMICARIIDAE,Hylophylax,naevia,2182,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X
PASSERIFORMES,FORMICARIIDAE,Hylophylax,naevioides,2183,,,,,,,,,,,,X,X,X,X,X,,,,,,X,,,
PASSERIFORMES,FORMICARIIDAE,Hylophylax,poecilinota,2184,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X
PASSERIFORMES,FORMICARIIDAE,Hylophylax,punctulata,2185,,,,,,,,,,,,,,,,X,X,,,,SX,X?,X,X,X
PASSERIFORMES,FORMICARIIDAE,Phlegopsis,borbae,2186,,,,,,,,,,,,,,,,,,,,,,,,,XR
PASSERIFORMES,FORMICARIIDAE,Phlegopsis,erythroptera,2187,,,,,,,,,,,,,,,,X,X,,,,,X,X,X,X
PASSERIFORMES,FORMICARIIDAE,Phlegopsis,nigromaculata,2188,,,,,,,,,,,,,,,,X,,,,,,X,X,X,X
PASSERIFORMES,FORMICARIIDAE,Phaenostictus,mcleannani,2189,,,,,,,,,,,,X,X,X,X,X,,,,,,X,,,
PASSERIFORMES,FORMICARIIDAE,Formicarius,analis,2190,,,,,,,,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
PASSERIFORMES,FORMICARIIDAE,Formicarius,colma,2191,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X
PASSERIFORMES,FORMICARIIDAE,Formicarius,nigricapillus,2192,,,,,,,,,,,,,,X,X,X,,,,,,X,,,,,,
PASSERIFORMES,FORMICARIIDAE,Formicarius,rufifrons,2193,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,
PASSERIFORMES,FORMICARIIDAE,Formicarius,rufipectus,2194,,,,,,,,,,,,,,X,X,X,X,,,,,X,X,,,,,
PASSERIFORMES,FORMICARIIDAE,Chamaeza,campanisona,2195,,,,,,,,,,,,,,,,X,X,,X,,,X,X,X,X,X,,X
PASSERIFORMES,FORMICARIIDAE,Chamaeza,meruloides,2196,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,
PASSERIFORMES,FORMICARIIDAE,Chamaeza,mollissima,2197,,,,,,,,,,,,,,,,X,,,,,,X,X,X,,,,
PASSERIFORMES,FORMICARIIDAE,Chamaeza,nobilis,2198,,,,,,,,,,,,,,,,X,,,,,,X,X,X,X,,,
PASSERIFORMES,FORMICARIIDAE,Chamaeza,(ruficauda) ruficauda,2199,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,
PASSERIFORMES,FORMICARIIDAE,Chamaeza,(ruficauda) turdina,2200,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,
PASSERIFORMES,FORMICARIIDAE,Myrmornis,torquata,2201,,,,,,,,,,,,,X,,X,X,X,,X,X,X,X,X,,X,,,
PASSERIFORMES,FORMICARIIDAE,Pittasoma,michleri,2202,,,,,,,,,,,,,,X,X,X,,,,,,,,,,,,
PASSERIFORMES,FORMICARIIDAE,Pittasoma,rufopileatum,2203,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,
PASSERIFORMES,FORMICARIIDAE,Grallaria,albigula,2204,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,X
PASSERIFORMES,FORMICARIIDAE,Grallaria,alleni,2205,,,,,,,,,,,,,,,,XR,,,,,,,,,,,,
PASSERIFORMES,FORMICARIIDAE,Grallaria,andicola,2206,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,
PASSERIFORMES,FORMICARIIDAE,Grallaria,bangsi,2207,,,,,,,,,,,,,,,,XR,,,,,,,,,,,,
PASSERIFORMES,FORMICARIIDAE,Grallaria,blakei,2208,,,,,,,,,,,,,,,,,,,,,,,XR,,
PASSERIFORMES,FORMICARIIDAE,Grallaria,capitalis,2209,,,,,,,,,,,,,,,,,,,,,,,XR,,
PASSERIFORMES,FORMICARIIDAE,Grallaria,carrikeri,2210,,,,,,,,,,,,,,,,,,,,,,,XR,,
PASSERIFORMES,FORMICARIIDAE,Grallaria,chthonia,2211,,,,,,,,,,,,,,,,,XR,,,,,,,,
PASSERIFORMES,FORMICARIIDAE,Grallaria,dignissima,2212,,,,,,,,,,,,,,,,X,,,,,,X,X,,
PASSERIFORMES,FORMICARIIDAE,Grallaria,eludens,2213,,,,,,,,,,,,,,,,,,,,,,,X,,SX
PASSERIFORMES,FORMICARIIDAE,Grallaria,erythroleuca,2214,,,,,,,,,,,,,,,,,,,,,,,XR,,
PASSERIFORMES,FORMICARIIDAE,Grallaria,erythrotis,2215,,,,,,,,,,,,,,,,,,,,,,,,XR,
PASSERIFORMES,FORMICARIIDAE,Grallaria,excelsa,2216,,,,,,,,,,,,,,,,,XR,,,,,,,,
PASSERIFORMES,FORMICARIIDAE,Grallaria,flavotincta,2217,,,,,,,,,,,,,,,,X,,,,,,X,,,
PASSERIFORMES,FORMICARIIDAE,Grallaria,gigantea,2218,,,,,,,,,,,,,,,,X,,,,,,X,,,
PASSERIFORMES,FORMICARIIDAE,Grallaria,griseonucha,2219,,,,,,,,,,,,,,,,,XR,,,,,,,,
PASSERIFORMES,FORMICARIIDAE,Grallaria,guatimalensis,2220,,,,,,,,X,X,,X,X,X,X,X,X,X,X,,,,X,X,X,X
PASSERIFORMES,FORMICARIIDAE,Grallaria,haplonota,2221,,,,,,,,,,,,,,,,,X,,,,,X,X,,
PASSERIFORMES,FORMICARIIDAE,Grallaria,hypoleuca,2222,,,,,,,,,,,,,,,,X,,,,,,X,X,,
PASSERIFORMES,FORMICARIIDAE,Grallaria,kaestneri,2223,,,,,,,,,,,,,,,,XR,,,,,,,,,
PASSERIFORMES,FORMICARIIDAE,Grallaria,milleri,2224,,,,,,,,,,,,,,,,XR,,,,,,,,,,,,
PASSERIFORMES,FORMICARIIDAE,Grallaria,nuchalis,2225,,,,,,,,,,,,,,,,X,,,,,,X,X,,,,,
PASSERIFORMES,FORMICARIIDAE,Grallaria,przewalskii,2226,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,
PASSERIFORMES,FORMICARIIDAE,Grallaria,quitensis,2227,,,,,,,,,,,,,,,,X,,,,,,X,X,,,,,
PASSERIFORMES,FORMICARIIDAE,Grallaria,(ruficapilla) ruficapilla,2228,,,,,,,,,,,,,,,,X,X,,,,,X,X,,,,,
PASSERIFORMES,FORMICARIIDAE,Grallaria,(ruficapilla) watkinsi,2229,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,
PASSERIFORMES,FORMICARIIDAE,Grallaria,rufocinerea,2230,,,,,,,,,,,,,,,,XR,,,,,,,,,,,,
PASSERIFORMES,FORMICARIIDAE,Grallaria,rufula,2231,,,,,,,,,,,,,,,,X,X,,,,,X,X,X,,,,
PASSERIFORMES,FORMICARIIDAE,Grallaria,squamigera,2232,,,,,,,,,,,,,,,,X,X,,,,,X,X,X,,,,
PASSERIFORMES,FORMICARIIDAE,Grallaria,varia,2233,,,,,,,,,,,,,,,,,X,,X,X,X,,X,,X,X,,X
PASSERIFORMES,FORMICARIIDAE,Hylopezus,(fulviventris) berlepschi,2234,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,,
PASSERIFORMES,FORMICARIIDAE,Hylopezus,(fulviventris) dives,2235,,,,,,,,,,,,X,X,X,X,X,,,,,,,,,,,,
PASSERIFORMES,FORMICARIIDAE,Hylopezus,(fulviventris) fulviventris,2236,,,,,,,,,,,,,,,,X,,,,,,X,X,,,,,
PASSERIFORMES,FORMICARIIDAE,Hylopezus,macularius,2237,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,,,
PASSERIFORMES,FORMICARIIDAE,Hylopezus,(ochroleucus) nattereri,2238,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,X
PASSERIFORMES,FORMICARIIDAE,Hylopezus,(ochroleucus) ochroleucus,2239,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,
PASSERIFORMES,FORMICARIIDAE,Hylopezus,perspicillatus,2240,,,,,,,,,,,,X,X,X,X,X,,,,,,X,,,,,,
PASSERIFORMES,FORMICARIIDAE,Myrmothera,campanisona,2241,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,,,
PASSERIFORMES,FORMICARIIDAE,Myrmothera,simplex,2242,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,
PASSERIFORMES,FORMICARIIDAE,Grallaricula,cucullata,2243,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,
PASSERIFORMES,FORMICARIIDAE,Grallaricula,ferrugineipectus,2244,,,,,,,,,,,,,,,,X,X,,,,,,X,X,,,,
PASSERIFORMES,FORMICARIIDAE,Grallaricula,flavirostris,2245,,,,,,,,,,,,,,X,X,X,,,,,,X,X,X,,,,
PASSERIFORMES,FORMICARIIDAE,Grallaricula,lineifrons,2246,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,
PASSERIFORMES,FORMICARIIDAE,Grallaricula,loricata,2247,,,,,,,,,,,,,,,,,XR,,,,,,,,,,,
PASSERIFORMES,FORMICARIIDAE,Grallaricula,nana,2248,,,,,,,,,,,,,,,,X,X,,,,,X,X,,,,,
PASSERIFORMES,FORMICARIIDAE,Grallaricula,ochraceifrons,2249,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,
PASSERIFORMES,FORMICARIIDAE,Grallaricula,peruviana,2250,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,
PASSERIFORMES,FORMICARIIDAE,Conopophaga,ardesiaca,2251,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,
PASSERIFORMES,FORMICARIIDAE,Conopophaga,aurita,2252,,,,,,,,,,,,,,,,X,,,X,X,X,X,X,,X,,,
PASSERIFORMES,FORMICARIIDAE,Conopophaga,castaneiceps,2253,,,,,,,,,,,,,,,,X,,,,,,X,X,,,,,
PASSERIFORMES,FORMICARIIDAE,Conopophaga,(lineata) cearae,2254,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,
PASSERIFORMES,FORMICARIIDAE,Conopophaga,(lineata) lineata,2255,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,X
PASSERIFORMES,FORMICARIIDAE,Conopophaga,melanogaster,2256,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,
PASSERIFORMES,FORMICARIIDAE,Conopophaga,melanops,2257,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,,
PASSERIFORMES,FORMICARIIDAE,Conopophaga,peruviana,2258,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,,,
PASSERIFORMES,FORMICARIIDAE,Conopophaga,roberti,2259,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Pteroptochos,castaneus,2260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XR
PASSERIFORMES,RHINOCRYPTIDAE,Pteroptochos,megapodius,2261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XR
PASSERIFORMES,RHINOCRYPTIDAE,Pteroptochos,tarnii,2262,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X
PASSERIFORMES,RHINOCRYPTIDAE,Scelorchilus,albicollis,2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XR
PASSERIFORMES,RHINOCRYPTIDAE,Scelorchilus,rubecula,2264,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X
PASSERIFORMES,RHINOCRYPTIDAE,Rhinocrypta,lanceolata,2265,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,X,
PASSERIFORMES,RHINOCRYPTIDAE,Teledromas,fuscus,2266,,,,,,,,,,,,,,,,,,,,,,,,,,,,XR,
PASSERIFORMES,RHINOCRYPTIDAE,Liosceles,thoracicus,2267,,,,,,,,,,,,,,,,X,,,,,,X,X,,X,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Melanopareia,elegans,2268,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Melanopareia,maranonica,2269,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Melanopareia,maximiliani,2270,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,X,
PASSERIFORMES,RHINOCRYPTIDAE,Melanopareia,torquata,2271,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,,
PASSERIFORMES,RHINOCRYPTIDAE,Psilorhamphus,guttatus,2272,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,
PASSERIFORMES,RHINOCRYPTIDAE,Merulaxis,ater,2273,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Merulaxis,stresemanni,2274,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Eugralla,paradoxa,2275,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X
PASSERIFORMES,RHINOCRYPTIDAE,Myornis,senilis,2276,,,,,,,,,,,,,,,,X,,,,,,X,X,,,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,argentifrons,2277,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,(femoralis) atratus,2278,,,,,,,,,,,,,,,,X,X,,,,,X,X,X,,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,(femoralis) bolivianus,2279,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,(femoralis) femoralis,2280,,,,,,,,,,,,,,,,X,,,,,,X,X,,,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,(femoralis) sanctaemariae,2281,,,,,,,,,,,,,,,,XR,,,,,,,,,,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,(indigoticus) indigoticus,2282,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,(indigoticus) psychopompas,2283,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,(latebricola) caracae,2284,,,,,,,,,,,,,,,,,XR,,,,,,,,,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,(latebricola) latebricola,2285,,,,,,,,,,,,,,,,XR,,,,,,,,,,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,(latebricola) meridanus,2286,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,(latebricola) spillmanni,2287,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,(latebricola) sp.nov.,2288,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,macropus,2289,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,(magellanicus) acutirostris,2290,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,(magellanicus) canus,2291,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,(magellanicus) fuscus,2292,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,(magellanicus) griseicollis,2293,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,(magellanicus) magellanicus,2294,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,(magellanicus) simonsi,2295,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,(magellanicus) superciliaris,2296,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,novacapitalis,2297,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,panamensis,2298,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,speluncae,2299,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,(unicolor) latrans,2300,,,,,,,,,,,,,,,,X,X,,,,,X,X,,,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,(unicolor) parvirostris,2301,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,(unicolor) unicolor,2302,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,vicinior,2303,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,sp.nov.,2304,,,,,,,,,,,,,,,X,X,,,,,,X,,,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Acropternis,orthonyx,2305,,,,,,,,,,,,,,,,X,X,,,,,X,X,,,,,
PASSERIFORMES,TYRANNIDAE,Phyllomyias,(burmeisteri) burmeisteri,2306,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,X
PASSERIFORMES,TYRANNIDAE,Phyllomyias,(burmeisteri) leucogonys,2307,,,,,,,,,,,,,,,,X,X,,X,,,X,X,,,,,
PASSERIFORMES,TYRANNIDAE,Phyllomyias,(burmeisteri) zeledoni,2308,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Phyllomyias,cinereiceps,2309,,,,,,,,,,,,,,,,X,,,,,,X,X,,,,,
PASSERIFORMES,TYRANNIDAE,Phyllomyias,fasciatus,2310,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,X
PASSERIFORMES,TYRANNIDAE,Phyllomyias,griseiceps,2311,,,,,,,,,,,,,,,X,X,X,,X,,,X,X,,X,,,
PASSERIFORMES,TYRANNIDAE,Phyllomyias,griseocapilla,2312,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,
PASSERIFORMES,TYRANNIDAE,Phyllomyias,nigrocapillus,2313,,,,,,,,,,,,,,,,X,X,,,,,X,X,,,,,
PASSERIFORMES,TYRANNIDAE,Phyllomyias,plumbeiceps,2314,,,,,,,,,,,,,,,,X,,,,,,X,X,,,,,
PASSERIFORMES,TYRANNIDAE,Phyllomyias,sclateri,2315,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,X
PASSERIFORMES,TYRANNIDAE,Phyllomyias,uropygialis,2316,,,,,,,,,,,,,,,,X,X,,,,,X,X,X,,,,
PASSERIFORMES,TYRANNIDAE,Phyllomyias,(virescens) reiseri,2317,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,
PASSERIFORMES,TYRANNIDAE,Phyllomyias,(virescens) urichi,2318,,,,,,,,,,,,,,,,,XR,,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Phyllomyias,(virescens) virescens,2319,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,X
PASSERIFORMES,TYRANNIDAE,Zimmerius,bolivianus,2320,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,
PASSERIFORMES,TYRANNIDAE,Zimmerius,cinereicapillus,2321,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,
PASSERIFORMES,TYRANNIDAE,Zimmerius,gracilipes,2322,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,,,
PASSERIFORMES,TYRANNIDAE,Zimmerius,vilissimus,2323,,,,,,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Zimmerius,(viridiflavus) chrysops,2324,,,,,,,,,,,,,,,,X,X,,,,,X,X,,,,,
PASSERIFORMES,TYRANNIDAE,Zimmerius,(viridiflavus) viridiflavus,2325,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,
PASSERIFORMES,TYRANNIDAE,Ornithion,brunneicapillum,2326,,,,,,,,,,,,,,X,X,X,X,,,,,X,,,,,,
PASSERIFORMES,TYRANNIDAE,Ornithion,inerme,2327,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,,,
PASSERIFORMES,TYRANNIDAE,Ornithion,semiflavum,2328,,,,,,,,X,X,X,,X,X,X,,,,,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Camptostoma,imberbe,2329,,,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Camptostoma,obsoletum,2330,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
PASSERIFORMES,TYRANNIDAE,Phaeomyias,murina,2331,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,,X
PASSERIFORMES,TYRANNIDAE,Sublegatus,(modestus) arenarum,2332,,,,,,,X,,,,,,,X,X,X,X,X,X,X,X,,,,,,,
PASSERIFORMES,TYRANNIDAE,Sublegatus,(modestus) modestus,2333,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X
PASSERIFORMES,TYRANNIDAE,Sublegatus,(modestus) obscurior,2334,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,,,
PASSERIFORMES,TYRANNIDAE,Suiriri,suiriri,2335,,,,,,,,,,,,,,,,,,,,X,,,,X,X,X,X,X
PASSERIFORMES,TYRANNIDAE,Tyrannulus,elatus,2336,,,,,,,,,,,,,,X,X,X,X,,X,X,X,X,X,X,X,,,,
PASSERIFORMES,TYRANNIDAE,Myiopagis,caniceps,2337,,,,,,,,,,,,,,,X,X,X,,X,,X,X,X,X,X,X,,X,
PASSERIFORMES,TYRANNIDAE,Myiopagis,cotta,2338,,,,XR,,,,,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Myiopagis,flavivertex,2339,,,,,,,,,,,,,,,,,X,,X,X,X,X,X,,X,,,,
PASSERIFORMES,TYRANNIDAE,Myiopagis,gaimardii,2340,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,,,,
PASSERIFORMES,TYRANNIDAE,Myiopagis,leucospodia,2341,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,
PASSERIFORMES,TYRANNIDAE,Myiopagis,subplacens,2342,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,
PASSERIFORMES,TYRANNIDAE,Myiopagis,viridicata,2343,,,,,,,,X,X,X,X,X,X,X,X,X,X,,X,,,X,X,X,X,X,,X,
PASSERIFORMES,TYRANNIDAE,Elaenia,albiceps,2344,,,,,,,,,,,,,,,,X,,,,,,X,X,X,XN,XN,XN,X,X
PASSERIFORMES,TYRANNIDAE,Elaenia,chiriquensis,2345,,,,,,,X?,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,
PASSERIFORMES,TYRANNIDAE,Elaenia,cristata,2346,,,,,,,,,,,,,,,,,X,,X,X,X,,X,X?,X,,,,
PASSERIFORMES,TYRANNIDAE,Elaenia,dayi,2347,,,,,,,,,,,,,,,,,XR,,,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Elaenia,fallax,2348,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Elaenia,flavogaster,2349,,,,,,X,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,
PASSERIFORMES,TYRANNIDAE,Elaenia,frantzii,2350,,,,,,,,,X,,X,X,X,X,X,X,X,,,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Elaenia,gigas,2351,,,,,,,,,,,,,,,,X,,,,,,X,X,X,,,,,
PASSERIFORMES,TYRANNIDAE,Elaenia,martinica,2352,,,,,X,X,X,X,,X,,,,,,X,,,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Elaenia,mesoleuca,2353,,,,,,,,,,,,,,,,,,,,,,,,,X,X,?,X
PASSERIFORMES,TYRANNIDAE,Elaenia,obscura,2354,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,X
PASSERIFORMES,TYRANNIDAE,Elaenia,pallatangae,2355,,,,,,,,,,,,,,,,X,X,,X,,,X,X,X,X,,,
PASSERIFORMES,TYRANNIDAE,Elaenia,parvirostris,2356,,,,,,,V,,,,,,,,,XN,XN,V,XN,XN,XN,XN,XN,X,X,X,X,X
